企业名称,注册资本,企业地址
青岛昶岳昊坤商贸有限公司,500万元人民币,山东省青岛市市南区香港中路30号甲17层A01C室
青岛宝凯威商贸有限公司,100万元人民币,青岛市市南区丰县路2号3号楼1501室
青岛中韩世亚工贸有限公司,10万元人民币,山东省青岛市城阳区流亭街道南城阳花苑南门东2号网点
青岛正通达科技有限公司,50万元人民币,青岛市崂山区苗岭路36号(国发中心)2号楼1202户
青岛华之洋国际贸易有限公司,100万元人民币,青岛市崂山区海尔路63号2号楼2316户
青岛鑫尚姿饰品有限公司,100万元人民币,山东省青岛市胶州市李哥庄镇魏家屯村村北
青岛博瑞杰国际贸易有限公司,105万元人民币,青岛市市北区富饶路8号5单元402户
青岛昆达工业技术有限公司,100万元人民币,山东省青岛市黄岛区金沙滩路178号山里小区10号楼903室
青岛荣久力天国际贸易有限公司,50万元人民币,青岛市市南区福州南路9号1010室
青岛贝斯福德贸易有限公司,100万元人民币,青岛市崂山区海尔路63号2号楼1410户
青岛钰洲林贸易有限公司,78万元人民币,山东省青岛市即墨市经济开发区岙兰路259号
青岛宏联晟商贸有限公司,200万元人民币,青岛经济技术开发区紫荆路西侧红柳河路北侧1053室
青岛帕布瑞卡贸易有限公司,50万元人民币,山东省青岛市市南区东海西路37号3号楼2402户
青岛富绅特国际贸易有限公司,50万元人民币,青岛市市南区福州南路64号2号楼2单元403户
青岛舒仕雅菲工贸有限公司,150万元人民币,山东省青岛市胶州市胶莱镇马店中村87-32-20号网点
青岛鑫胜隆达国际贸易有限公司,50万元人民币,青岛市市南区中山路10号发达商厦728A室
青岛宏福日昇国际贸易有限公司,100万元人民币,山东省青岛市市南区东平路66号12号楼一单元1002户
青岛乐凯丽进出口有限公司,10万元人民币,青岛市崂山区海尔路63号2号楼1605户
青岛泰达利商贸有限公司,100万元人民币,山东省青岛市莱西市重庆路17号26栋3单元104
青岛华汇动能国际贸易有限公司,50万元人民币,青岛市市北区胶州路140号1036室
青岛媛意达工贸有限公司,100万元人民币,山东省青岛市崂山区青大三路8号保利中心601室
青岛亿峻赫进出口有限公司,117万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-293(商务秘书公司托管地址)(A)
青岛聚源恒通环保科技发展有限公司,300万元人民币,山东省青岛市黄岛区双珠路266号西海岸壹号1303室
青岛德融新材料科技有限公司,200万元人民币,青岛市城阳区中城路345-2号410
青岛泰吉达进出口贸易有限公司,500万元人民币,山东省青岛市市南区福州南路39号2栋2单元1101户
青岛竞发化工有限公司,50万元人民币,青岛经济技术开发区井岗山路668号千智广场C座三层317室
山东百伯瑞生物科技有限公司,1000万元人民币,山东省青岛市高新区竹园路18号MAX商务红湾6号楼402室
青岛瀚晟博泽国际贸易有限公司,500万元人民币,山东省青岛市胶州市三里河街道办事处怡情苑小区1号网点
青岛欧润佳进出口有限公司,200万元人民币,青岛市城阳区正阳路205号1号楼办公1202
青岛鑫喜科国际贸易有限公司,100万元人民币,青岛市市北区嘉定路2号272号
青岛中纺新物资有限公司,100万元人民币,青岛市市北区辽宁路80号2楼
青岛博凯国际贸易有限公司,1500万元人民币,青岛市市南区东海西路43号凯旋大厦西塔29A
青岛怡华丰进出口有限公司,50万元人民币,山东省青岛市市南区新湛三路4号4单元402户
青岛允耀商贸有限公司,50万元人民币,山东省青岛市市北区哈尔滨路34号3号楼1单元102户
青岛英特工业技术服务有限公司,10万元人民币,青岛市崂山区深圳路222号2号楼1710室
青岛福耐特工贸有限公司,50万元人民币,青岛市市南区燕儿岛路22号2302户
青岛中千纺贸易有限公司,100万元人民币,青岛市市南区延安三路220号609户
青岛恒博欧国际贸易有限公司,50万元人民币,青岛市市南区山东路1号1栋1005户
青岛振耀进出口贸易有限公司,50万元人民币,青岛市市北区滨县路35号202户
青岛特睿贸易有限公司,10万元人民币,青岛市崂山区银川东路1号35号楼1单元301户
青岛海思科复合材料有限公司,20万元人民币,青岛市市南区福州南路19号1号楼902户
青岛思诺达进出口有限公司,10万元人民币,青岛市李沧区台柳路637号7号楼6单元703户
青岛鹏威达国际贸易有限公司,50万元人民币,青岛市市南区东海西路41号2栋2单元703户
青岛天和泰国际贸易有限公司,50万元人民币,青岛市崂山区麦岛路1号锦园南区4号楼2单元102户
青岛卓思麦德国际贸易有限公司,100万元人民币,青岛市市南区吴兴路44号503户
青岛锦煜宏业国际贸易有限公司,500万元人民币,青岛经济技术开发区长江中路226号B座15层05室
青岛素的工贸有限公司,50万元人民币,青岛市崂山区沙子口街道北姜哥庄社区
青岛丁氏嘉德国际贸易有限公司,500万元人民币,青岛市崂山区崂山路2号金光.丽海新园1号楼4单元502户
青岛恩卡贸易有限公司,50万元人民币,山东省青岛市市北区昆山路17号2号楼2107
青岛聚上源工贸有限公司,100万元人民币,青岛市李沧区青山路716号B区7号楼1单元803户
青岛石晟鼎立石油化工设备有限公司,50万元人民币,青岛市市南区中山路149号1118室
青岛美信科技有限公司,50万元人民币,青岛市市南区延吉路154号内4号楼504户
青岛克斯美国际商贸有限公司,50万元人民币,青岛市崂山区中韩街道宋家下庄社区
青岛耐冉国际贸易有限公司,500万元人民币,山东省青岛市崂山区香港东路67号6号楼1单元502户
青岛瑞尔文酒业有限公司,100万元人民币,山东省青岛市城阳区正阳路78-18号1层
青岛世纪瑞扬进出口有限公司,50万元人民币,青岛市市南区东海西路37号3号楼704户
青岛盛嘉发制品有限公司,50万元人民币,青岛市崂山区麦岛路9号弘信花园1号楼2单元201户
青岛恒达精益贸易有限公司,50万元人民币,山东省青岛市市南区太平路51号1105室
青岛顺丰商贸有限公司,50万元人民币,山东省青岛市市南区澳门路9号501室
青岛东君国际贸易有限公司,50万元人民币,山东省青岛市市南区银川西路7号2号楼1705户
青岛沐斯特进出口有限公司,75万美元,山东省青岛市崂山区海尔路61号2号楼2307户
青岛永信惠达贸易有限公司,51万元人民币,青岛市市南区银川西路20号2号楼1单元1002户
青岛乐运五金制品有限公司,50万元人民币,青岛市李沧区青山路689号3号楼16层1423户
青岛吉庆尚品贸易有限公司,50万元人民币,青岛市城阳区流亭街道南城阳社区虹桥路7号A区
青岛坤厚德国际贸易有限公司,50万元人民币,青岛市市南区福州南路6号3栋3118室
青岛松尚进出口有限公司,500万元人民币,山东省青岛市城阳区惜福镇街道西葛社区王沙路1475号
青岛德利美国际贸易有限公司,50万元人民币,青岛即墨市通济办事处王家院村
青岛汇萃园食品有限公司,50万元人民币,青岛市市南区闽江路55号
青岛森美进出口有限公司,50万元人民币,青岛平度市东阁街道办事处苏州路60号圣凯国际商务综合楼1855号
青岛艾力和金属制品有限公司,10万元人民币,青岛市市南区银川西路7号6号楼3单元801户
青岛博纳数控机床有限公司,50万元人民币,青岛市四方区鞍山一路88号1505户
青岛赛丰商贸有限公司,50万元人民币,青岛市市南区宁夏路288号1号楼1606室
青岛恒升伟业国际贸易有限公司,500万元人民币,山东省青岛市市南区山东路10号6层601-604户
青岛永海林工贸有限公司,50万元人民币,青岛市城阳区城阳街道西旺疃社区居民委员会西150米
青岛拜斯特五金制品有限公司,50万元人民币,青岛市城阳区流亭街道仙山路
青岛格兰达思商贸有限公司,50万元人民币,青岛市市北区永吉路57号8号楼1802户
青岛海策工贸有限公司,10万元人民币,山东省青岛市市南区盐城路8号1802室
青岛海氏易购贸易有限公司,198万元人民币,青岛市市南区香港中路18号1号楼2501户
青岛红方航空备品制造有限公司,600万元人民币,山东省青岛市城阳区惜福镇街道王沙路1362号
青岛爱莱美工艺品有限公司,100万元人民币,青岛市李沧区虎山路42号甲2单元104户
青岛中贝工贸有限公司,100万元人民币,山东省青岛市市南区香港中路10号颐和国际A座1902
青岛世纪创盈贸易有限公司,1000万元人民币,青岛市市北区通榆路46号-100
青岛阜昌达国际贸易有限公司,1550万元人民币,山东省青岛市保税港区北京路38号四号厂房二层西2313号(A)
青岛沧龙进出口有限公司,70万元人民币,青岛市李沧区黑龙江中路512号21号楼1单元1502户
青岛福水源纺织有限公司,100万元人民币,山东省青岛市胶州市里岔镇大朱戈工业园
青岛正阳东汇国际贸易有限公司,200万元人民币,山东省青岛市城阳区正阳路160号1号楼607
青岛凯润进出口有限公司,100万元人民币,青岛市崂山区海龙路3号(福润山庄7号楼2单元401户)
青岛福贸进出口有限公司,80万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-282(商务秘书公司托管地址)(A)
青岛亚卓贸易有限公司,100万元人民币,山东省青岛市市南区东海一路2-1号-A1
青岛瑞恩泽能源设备有限公司,100万元人民币,青岛市高新技术产业开发区华东路826-12号
青岛美琪龙贸易有限公司,100万元人民币,青岛经济技术开发区紫荆路西侧红柳河路北侧1147室
青岛金华世贸易有限公司,100万元人民币,青岛经济技术开发区井冈山路668号千智广场668号1409室
青岛森科工艺礼品有限公司,15万美元,山东省青岛市市南区东海西路35号9栋0603户
青岛华信熠辉国际贸易有限公司,600万元人民币,山东省青岛市李沧区重庆中路217号105-41室
青岛德圣凯易新材料有限公司,100万元人民币,青岛市市北区瑞昌路19号134
青岛嘉瑞仪器设备有限公司,100万元人民币,青岛经济技术开发区长江中路216号1幢1604室
青岛森泰国际贸易有限公司,100万元人民币,青岛市市南区香港中路56号金光大厦407室
青岛捷森太阳能有限公司,100万元人民币,山东省青岛市市北区南口路6号8号楼4单元701户
青岛凡拿利国际贸易有限公司,100万元人民币,青岛胶州市阜安街道办事处阜安工业园内滨州路128号
青岛奥盛伟工贸有限公司,50万元人民币,青岛市城阳区棘洪滩街道大胡埠社区68号
青岛昌博工贸有限公司,50万元人民币,山东省青岛市黄岛区富春江路147号
青岛墨格环保科技有限公司,100万元人民币,山东省青岛市即墨区通济办事处鹤山路548号
青岛中海石油制品有限公司,50万元人民币,青岛市崂山区海尔路凯旋大厦101室
青岛途锐德工贸有限公司,150万元人民币,青岛市市南区芝泉路15号戊
青岛艾兰德国际贸易有限公司,500万元人民币,青岛市城阳区城阳街道正阳路196号国际商务港办公1103-B
青岛瑞特发制品有限公司,50万元人民币,青岛胶州市胶东街道办事处纺织工业园内
青岛锦泰沃德贸易有限公司,500万元人民币,青岛市市北区黑龙江南路2号乙2号楼17层1705户
青岛建成德机械有限公司,50万元人民币,青岛市市南区东海西路41号2栋东(一)单元3203户
青岛源成共益商贸有限公司,50万元人民币,山东省青岛市市南区闽江二路52号院内
青岛贝特菲国际贸易有限公司,50万元人民币,山东省青岛市市南区旌德路26号颐中高山小区1号楼3单元1414室
青岛顺浩泰商贸有限公司,50万元人民币,山东省青岛市城阳区春城路605号27号楼3单元1402
青岛五益尔贸易有限公司,300万元人民币,山东省青岛市黄岛区灵山卫街道办事处滨海大道2059号万达公馆A1区1号楼511
青岛隆裕立化工有限公司,300万元人民币,山东省青岛市市南区中山路10号1715户
青岛森尚国际贸易有限公司,50万元人民币,青岛市南区香港中路100号802户
青岛鼎盛富奥国际贸易有限公司,300万元人民币,山东省青岛市市北区小港二路81号2号楼1904 户
青岛元峰源国际贸易有限公司,20万元人民币,青岛市市南区湖北路2号
青岛德龙骐进出口有限公司,50万元人民币,青岛市市南区河南路2号1号楼3单元102户
青岛中亚瑞丰商贸有限公司,30万元人民币,青岛市市南区山东路1号1号楼404户
青岛浩泰唯国际贸易有限公司,50万元人民币,青岛市城阳区兴阳路308号办公615
青岛昊昊发制品有限公司,50万元人民币,山东省青岛市胶州市李哥庄镇周臣屯村
青岛晟铭国际贸易有限公司,50万元人民币,青岛市市北区合肥路288号14栋1单元602
青岛优来客贸易有限公司,10万元人民币,山东省青岛市黄岛区朝阳山路594号
青岛婧瑶工贸有限公司,50万元人民币,青岛市城阳区城阳街道西旺疃社区
青岛文来利贸易有限公司,10万元人民币,青岛市市南区金坛路17号304户
青岛睿博达利进出口有限公司,500万元人民币,山东省青岛市市南区山东路1号3栋3006户
青岛鑫晟灏衣帽有限公司,50万元人民币,青岛胶州市李哥庄镇河荣二村
青岛艾丝发制品有限公司,10万元人民币,青岛胶州市南方家园商城小区A9号楼3号网点
青岛艾斯威尔工贸有限公司,50万元人民币,山东省青岛市城阳区夏庄街道中黄埠社区205号
青岛港晟国际贸易有限公司,50万元人民币,青岛市市北区连云港路37号2325户
青岛宏文国际贸易有限公司,50万元人民币,青岛经济技术开发区牡丹江路1056号4栋2单元302室
青岛百裕通商贸有限公司,200万元人民币,山东省青岛市市北区寿光路3号-3234
青岛鑫煜娜工贸有限公司,50万元人民币,山东省青岛市胶州市扬州路998号胶州湾商贸中心小区81号网点
青岛迪建国际贸易有限公司,50万元人民币,青岛市市南区大尧一路13号304户
青岛佳翔国际贸易有限公司,50万元人民币,青岛市市南区南京路100号1号楼703户
青岛顺康帽业有限公司,20万元人民币,山东省青岛市胶州市胶东街道办事处谈家庄村西
青岛少华贸易有限公司,50万元人民币,青岛市市南区香港中路56号金光大厦2605A室
青岛芝麻开门矿业有限公司,200万元人民币,山东省青岛市市南区东海西路41号东海世家2-1903室
青岛东易德商贸有限公司,50万元人民币,青岛市崂山区仙霞岭1号甲1号楼501户
青岛丸佰工贸有限公司,51.5万元人民币,青岛经济技术开发区北江路36号140室
青岛凯正新材料科技有限公司,50万元人民币,山东省青岛市黄岛区海西路126号东侧
青岛泽良国际贸易有限公司,50万元人民币,青岛市四方区黑龙江南路276号二楼208、209房间
青岛贸翔国际贸易有限公司,50万元人民币,青岛市市南区伏龙路37号5户
青岛景明国际贸易有限公司,50万元人民币,青岛市市南区山东路27号西楼2501室
青岛东信宝汽车服务有限公司,500万元人民币,青岛市城阳区城阳街道崇阳路498号喜盈门财富广场5层b室
青岛艾弗斯特科贸有限公司,500万元人民币,山东省青岛市市北区同安路630号
青岛泰昌华包装有限公司,50万元人民币,青岛市北区芙蓉路112号2单元106户
青岛美荣硅胶干燥剂有限公司,50万元人民币,山东省青岛市崂山区沙子口街道董家埠社区
青岛鑫耀通工贸有限公司,230万元人民币,青岛胶州市云溪办事处东石河村
青岛盛世创业国际贸易有限公司,50万元人民币,青岛市市北区通榆路46号-374号
青岛汇棉国际贸易有限公司,100万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-943(商务秘书公司托管地址)(A)
青岛海西美达贸易有限公司,500万元人民币,山东省青岛市黄岛区香江路126号鑫汇国际公寓126-9-1505室
青岛澳新森进出口贸易有限公司,500万元人民币,山东省青岛市黄岛区长江中路467号A座1003室
青岛德海鑫国际贸易有限公司,1000万元人民币,山东省青岛市城阳区长城路89号国家广告产业园30号楼317室
青岛福尔家国际贸易有限公司,100万元人民币,青岛胶州市胶西镇胶西工业园平城中路西端
青岛华棉进出口有限公司,100万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-942(商务秘书公司托管地址)(A)
青岛夏木国际贸易有限公司,500万元人民币,山东省青岛市市南区肥城路11号丁
青岛海宸畜牧驱动科技有限公司,80万元人民币,青岛市李沧区文昌路一号
青岛百沃利时装有限公司,200万元人民币,青岛市城阳区正阳中路196号
青岛润裕国际贸易有限公司,100万元人民币,青岛市崂山区崂山路海涛园内
青岛戴维德科技有限公司,100万元人民币,山东省青岛市高新区秀园路2号19号楼402户
青岛华瑞祺工贸有限公司,200万元人民币,中国(山东)自由贸易试验区青岛片区前湾保税港区北京路45号东办公楼一楼-1833(商务秘书公司托管地址)(A)
青岛康美惠工艺品有限公司,100万元人民币,青岛胶州市李哥庄镇迎宾大道北端
青岛信盈森贸易有限公司,100万元人民币,山东省青岛市城阳区西郭庄工业园
青岛佑田商贸有限公司,100万元人民币,青岛市市南区瞿塘峡路26号420室
青岛百德能进出口有限公司,50万元人民币,青岛市市南区宁夏路118号4栋5单元302户
青岛荣鑫昌工贸有限公司,50万元人民币,青岛市城阳区棘洪滩街道后海西社区东500米
青岛市基福国际贸易有限公司,50万元人民币,山东省青岛市市南区东海西路37号2栋1407户
青岛信中海国际贸易有限公司,500万元人民币,青岛市市南区香港中路18号A栋1003户
青岛科奈瑞进出口有限公司,50万元人民币,青岛市城阳区文阳路169号4号楼1单元602
青岛新硼晖进出口贸易有限公司,100万元人民币,青岛市黄岛区黄岛街道办事处张戈庄社区532号102室
青岛耀阳达国际贸易有限公司,100万元人民币,山东省青岛市市南区大田路11号1-2层网点210房间
青岛拓伟达进出口有限公司,100万元人民币,山东省青岛市市北区重庆南路99号甲海尔云街1号楼10层1001户
青岛丰德泽贸易有限公司,100万元人民币,山东省青岛市崂山区深圳路222号天泰金融广场B座1910、1911室
青岛瑞普健源科技有限公司,1000万元人民币,青岛市李沧区九水东路130号3号楼17层1701室
青岛金亨利电气有限公司,1000万元人民币,山东省青岛市崂山区株洲路20号海信创智谷3A2204
青岛众多工贸有限公司,20万元人民币,山东省青岛市市北区延兴路40号1单元501户
青岛昊昌服饰有限公司,50万元人民币,青岛市市南区福州南路75号2栋0507户
青岛万合信投进出口贸易有限公司,5000万元人民币,山东省青岛市市北区徐州北路170号利群宇恒大厦13楼A户
青岛伟之信贸易有限公司,200万元人民币,山东省青岛市黄岛区黄浦江路309号综合楼419室
青岛源特工贸有限公司,200万元人民币,山东省青岛市崂山区海尔路63号1号楼1307户
青岛福来士商务有限公司,200万元人民币,青岛市崂山区香港东路79号8号楼-1-6号
青岛银立顺工贸有限公司,200万元人民币,青岛市市北区郑州路8号2号楼3单元501户
青岛丰盛源制帽有限公司,10万元人民币,青岛胶州市李哥庄镇李哥庄村
青岛和品堂国际贸易有限公司,100万元人民币,青岛市市南区芝泉路3号1栋3单元402户
山东成华国际贸易有限公司,3000万元人民币,青岛市市北区辽源路279号-47号
青岛竹子线业有限公司,500万元人民币,青岛即墨市通济办事处南龙湾头村
青岛盛腾海产有限公司,500万元人民币,山东省青岛市城阳区长城南路6号2号楼5层535户
青岛顺天海商贸有限公司,500万元人民币,山东省青岛市市南区东海西路37号1栋19层B号房
青岛嘉远誉通国际物流有限公司,500万元人民币,山东省青岛市黄岛区钱塘江路336号10号楼1单元501室
青岛冠海升国际贸易有限公司,200万元人民币,青岛市市南区山东路18号甲12B21户
青岛浩然氏矿产设备有限公司,50万元人民币,青岛市市南区永嘉路24号302户
青岛天之然生物科技有限公司,500万元人民币,青岛经济技术开发区长江中路467号汇商国际大厦B座2502室
青岛星捷华采电子科技有限公司,200万元人民币,山东省青岛市市北区敦化路119号1502-1室
青岛池飞国际物流有限公司,500万元人民币,山东省青岛市黄岛区七星河路268号1号办公楼202室
青岛凯元物产有限公司,500万元人民币,青岛市市南区漳州二路123号甲3号楼1801
青岛爱森林工贸有限公司,100万元人民币,青岛胶州市胶西镇齐家屯村
青岛信诺立国际贸易有限公司,1000万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-625(商务秘书公司托管地址)(A)
山东迈可数控科技有限公司,1000万元人民币,青岛市李沧区黑龙江中路568号34号楼1单元1601户
青岛德柏文工贸有限公司,2000万元人民币,山东省青岛市黄岛区茂山路316号A1335室
青岛青新丽服装有限公司,200万元人民币,山东省青岛市城阳区流亭街道洼里社区富强路98号
青岛平安德业国际贸易有限公司,300万元人民币,青岛市市北区太清路45号
青岛锦泰和通国际贸易有限公司,180万元人民币,山东省青岛市市南区澄海一路1号1单元102户
青岛商诺进出口有限公司,200万元人民币,山东省青岛市市南区闽江路6号809户
青岛中汇益合石墨制品有限公司,260万元人民币,山东省青岛市莱西市南墅镇庞家庄村南
青岛迈斯柯国际贸易有限公司,50万元人民币,山东省青岛市市北区鞍山路108号2107户
青岛雨和丽发制品有限公司,30万元人民币,山东省青岛市崂山区辽阳东路10号9号楼1单元1301室
青岛隆兴恒商贸有限公司,50万元人民币,山东省青岛市市南区江西路7号13号楼2单元2501(集中办公区)
青岛可如斯国际贸易有限公司,50万元人民币,山东省青岛市城阳区流亭街道长城南路6号4号楼408户
青岛长贞商贸有限公司,50万元人民币,山东省青岛市保税港区上海路20号四号楼三层308-1室(高科技产业中心集中办公区)(B)
青岛阳蓝环保科技有限公司,50万元人民币,青岛市城阳区棘洪滩街道北万社区居委会社区东200米
青岛易巴特商务信息有限公司,100万元人民币,青岛市崂山区软件园软件大厦C区五楼
青岛盛源进商贸有限公司,100万元人民币,山东省青岛市保税港区上海路34号启纪集团A座三层309-1室(B)
青岛艺海福源进出口有限公司,100万元人民币,山东省青岛市崂山区海尔路178-2号龙海明珠大厦2号楼东单元702室
青岛远中基业国际贸易有限公司,100万元人民币,山东省青岛市市北区仲和路3号1单元101户
青岛浚海环保设备有限公司,96万元人民币,青岛市市北区阜新路12号409室
青岛载德隆技术有限公司,100万元人民币,山东省青岛市市南区延安三路204号海信慧园商务楼B座7-A702
青岛乐达轮胎有限公司,100万元人民币,青岛市崂山区辽阳东路10号东盛花园5号楼3单元201户
青岛睫初进出口有限公司,100万元人民币,山东省青岛市市北区海岸路6号15号楼1单元904户
青岛聚威商贸有限公司,100万元人民币,青岛市市北区兴隆路80号6号楼2单元102户
青岛惠合通供应链服务有限公司,80万元人民币,山东省青岛市城阳区正阳路196号国际商务港1313(集中办公区)
青岛森泰源国际贸易有限公司,100万元人民币,山东省青岛市市南区徐州路2号4号楼5单元102户-2
青岛唐风国际贸易有限公司,300万元人民币,青岛市市南区中山路44-60号1611室
青岛客之惠贸易有限公司,300万元人民币,青岛市市南区山东路9号A座25B户
山东海贸云商国际贸易有限公司,2000万元人民币,山东省青岛市崂山区科苑纬一路1号B座9层B2
青岛利丰天国际贸易有限公司,300万元人民币,青岛市市南区山东路10号壬北楼2单元601户
青岛墨河船舶配件有限公司,500万元人民币,山东省青岛市即墨区大信镇张戈庄一里村59号
青岛涌鸿源国际贸易有限公司,800万元人民币,山东省青岛市黄岛区长江中路230号1809室
青岛正信行商贸有限公司,300万元人民币,青岛市李沧区重庆中路299号8号楼106-19室
青岛通德橡塑制品有限公司,50万元人民币,青岛市市北区合肥路692号乙
青岛万威蓝标国际贸易有限公司,500万元人民币,山东省青岛市市北区重庆南路249号2号楼602户
青岛鑫乐盈贸易发展有限公司,500万元人民币,山东省青岛市保税港区北京路45号1号库一楼197号(A)
青岛多源工艺品有限公司,50万元人民币,青岛胶州市胶东镇大麻湾三村
青岛精诚致远机电设备有限公司,50万元人民币,青岛市市北区通榆路46号-7
青岛鸣森国际贸易有限公司,500万元人民币,青岛市崂山区海川路2号
青岛天路平金属制品有限公司,600万元人民币,山东省青岛市黄岛区六盘山路52号2号厂房
青岛广瑜服饰有限公司,50万元人民币,青岛市城阳区明阳路287号121号楼1单元1001(仅限办公)
青岛天际优岚国际贸易有限公司,50万元人民币,山东省青岛市市北区台柳路270号鸿府国际大厦503室
青岛溢彩篷布有限公司,500万元人民币,青岛经济技术开发区武夷山路574号2幢4号三层
青岛克莱斯诺经贸有限公司,50万元人民币,山东省青岛市市北区清江路160号14号楼2单元1603户
青岛艾卡营销有限公司,100万元人民币,青岛市李沧区黑龙江中路568号46号楼1单元801户
青岛吉尔美特国际贸易有限公司,50万元人民币,山东省青岛市崂山区翠岭路6号银盛泰新空间2号楼920室
青岛亿盛源进出口有限公司,10万元人民币,青岛市李沧区顺河路189号虎山花苑F区4号楼4单元602户
青岛优麦斯国际贸易有限公司,50万元人民币,青岛市城阳区夏庄街道308国道216号10号楼1单元102户
青岛心安宏发劳保用品有限公司,100万元人民币,山东省青岛市保税区莫斯科路49号二楼2010室-A822号(商务秘书公司托管地址)
青岛裕鼎丰贸易有限公司,10万元人民币,山东省青岛市市南区香港中路151号2单元103乙户
青岛华鼎纳国际贸易有限公司,50万元人民币,青岛保税区十三区汉城路5号东附房708室
青岛普瑞缇国际贸易有限公司,120万元人民币,山东省青岛市黄岛区同江路1号万达维多利亚湾38-2-2604
青岛久润创展贸易有限公司,80万元人民币,山东省青岛市即墨市岙兰路1159号1号楼1单元2528户
青岛卓安进出口有限公司,100万元人民币,山东省青岛市市南区东海西路37号2栋19层1户
青岛华融智业贸易有限公司,100万元人民币,山东省青岛市市南区贵州路40号2611户
青岛益健贸易有限公司,100万元人民币,青岛市崂山区海口路临61号澳门花园13号楼1单元201户
青岛品鸿国际贸易有限公司,100万元人民币,山东省青岛市市北区台湛路35号2号楼网点丙
青岛意达善进出口有限公司,50万元人民币,青岛市崂山区银川东路1号(鲁信长春花园)57号楼2单元9层903室
青岛东方皋瑞贸易有限公司,100万元人民币,山东省青岛市市北区连云港路33号3127户
青岛亿达昌进出口有限公司,360万元人民币,山东省青岛市胶州市李哥庄镇李哥庄村
青岛金昶利国际贸易有限公司,100万元人民币,青岛市市北区西吴一路38号4号楼2单元601户
青岛中云达商贸有限公司,100万元人民币,青岛市黄岛区江山南路116号1栋3单元1502室
青岛睿创贸易有限公司,100万元人民币,青岛市市南区泰州五路5号3单元802户
青岛元和丰进出口有限公司,100万元人民币,青岛市崂山区秦岭路15号海韵东方1603
青岛纽泰进出口有限公司,100万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-137(商务秘书公司托管地址)(A)
青岛圣天达国际贸易有限公司,100万元人民币,青岛市李沧区金水路803号14号楼1单元101
青岛阳光五月贸易有限公司,100万元人民币,山东省青岛市胶州市福州南路97号《胶州宝龙城市广场小区》15号楼办公单元16层1601户
青岛保税区立腾贸易有限公司,100万元人民币,青岛市出口加工区(河套街道孙哥庄西社区)二层201室
青岛盛鑫顺合国际贸易有限公司,300万元人民币,山东省青岛市市南区南京路8号B1层A17C
青岛易盛隆贸易有限公司,100万元人民币,青岛市市南区宁夏路266、268号甲东方商务楼B305房间
青岛恒通沃泰工业品有限公司,100万元人民币,青岛市市南区高田路50号1单元702户
青岛美嘉丽发制品有限公司,100万元人民币,山东省青岛市崂山区同安路872号5号楼1单元201户
青岛中信丰茂国际贸易有限公司,100万元人民币,山东省青岛市市北区本溪路12号-21
青岛那片海国际贸易有限公司,200万元人民币,山东省青岛市黄岛区双珠路麟瑞商务广场12楼1288室
青岛星帆国际贸易有限公司,200万元人民币,山东省青岛市市北区曹县路29号6号楼1单元1201户
青岛艾美源发制品有限公司,200万元人民币,山东省青岛市市南区隆德路8号3栋2单元501户
青岛博智汇力生物科技有限公司,1605万元人民币,山东省青岛市崂山区海尔路182-6号财富大厦806室
青岛铁在烧鞋业有限公司,200万元人民币,山东省青岛市胶州市胶北街道办事处科创路中段
青岛东华泰信商贸有限公司,200万元人民币,青岛市市南区香港中路6号A座23H
青岛洪真鑫贸易有限公司,200万元人民币,山东省青岛市市北区威海路232号318室
青岛金冠宇工贸有限公司,3万元人民币,青岛市黄岛区(原胶南市)珠海东路136号1栋1单元1504
青岛中荣贸易有限公司,135万元人民币,青岛市崂山区东海东路69号东方之珠花园1号楼2单元502室
青岛中边国际贸易有限公司,500万元人民币,青岛市李沧区四流中路46号B11-7
青岛坚康医疗器械有限公司,100万元人民币,山东省青岛市崂山区辽阳东路12号5号楼2522室
青岛瑞时恩工贸有限公司,50万元人民币,山东省青岛市市北区福州北路169号城建鼎城5号楼1206室
青岛凯蓝贸易有限公司,10万元人民币,山东省青岛市市北区杭州路5号6号楼2单元202户
青岛艾瑞德商贸有限公司,100万元人民币,青岛经济技术开发区辛安街道办事处东南庄社区综合办公楼2018室
青岛文棣五食品有限公司,50万元人民币,青岛市市南区燕儿岛路17号3栋3单元302户
青岛瑞达斯特胶粘制品有限公司,50万元人民币,青岛市四方区温州路7号611室
青岛信合宏远国际贸易有限公司,100万元人民币,山东省青岛市崂山区劲松六路98号3号楼1单元2102户
青岛优内特国际贸易有限公司,50万元人民币,青岛市南区香港中路169号天虹大厦15号楼1701室
青岛威俊贸易有限公司,50万元人民币,青岛市崂山区沙子口街道北姜南岭沟小区9号楼东单元503室
青岛佛斯特国际贸易有限公司,50万元人民币,青岛市崂山区金岭花园23号楼2单元101室
青岛米利恩国际贸易有限公司,50万元人民币,青岛市城阳区308国道189号1栋A1-12
青岛粤永金属制品有限公司,50万元人民币,青岛市黄岛区隐珠街道办事处东冯家滩村北
青岛海邦德化工有限公司,100万元人民币,山东省青岛市保税港区北京路43号办公楼三楼327号(A)
