企业名称,注册资本,企业地址
无锡市国康大药房有限公司,50万元人民币,无锡市崇安区中山路348号
江苏合恩网络科技有限公司,1000万元人民币,无锡市高浪东路999号(软件研发大厦)
江苏万泽大药房连锁有限公司,4000万元人民币,江阴市澄江街道南街183号3楼
亿道慷贸易无锡有限公司,300万元人民币,无锡市新吴区新光农贸市场4楼414室
江阴顺扬健康咨询有限公司,50万元人民币,江阴市周庄镇周庄东大街335号
无锡华厦眼耳鼻咽喉科医院有限公司,5000万元人民币,无锡市梁溪区兴源路100号
无锡诚引开和商贸有限公司,100万元人民币,无锡市兴源北路638号2101
无锡广健商贸有限公司,100万元人民币,无锡市滨湖区湖滨街262号803室
江阴樱桃服饰有限公司,1000万元人民币,江阴市长泾镇河塘中心街42号
安华亿能医学影像（无锡）有限公司,500万元人民币,无锡市滨湖区马山梅梁路136号四楼
无锡美诺科技有限公司,800万元人民币,无锡蠡园开发区06-4地块写字楼(滴翠路100号)B幢1001室
江苏云先生健康管理有限公司,1000万元人民币,无锡市梁溪区公园街8号
宜兴市九如城护理院有限公司,100万元人民币,宜兴市宜城街道宜浦路南侧-1
爱恩邦德（无锡）技术有限公司,740万美元,无锡国家高新技术产业开发区A区52号地块17-B号厂房
无锡东镐医院有限责任公司,1000万元人民币,无锡市新吴区长江北路20号
江阴市康杰纺织品有限公司,100万元人民币,江阴市周庄镇长寿云顾路630号
江阴市瑞祥纺织有限公司,100万元人民币,江阴市澄张路690号
无锡鑫诺康贸易有限公司,500万元人民币,无锡市北大街188号四楼
江苏荣方实业投资有限公司,1001万元人民币,无锡市新吴区汉江路10号
无锡冠视电影主题酒店管理有限公司,300万元人民币,无锡市新吴区纺城大道299号深港都会广场13-113(1)(2)(3)、13-213
无锡欣惠贝壳口腔诊所有限公司,50万元人民币,无锡市惠山区欣惠路196
无锡博浩美业生物科技有限公司,10万元人民币,无锡市锡山区东亭春江花园71-3
无锡曼普商贸有限公司,100万元人民币,无锡市滨湖区五三零大厦2号八层803室
八乐梦床业（中国）有限公司,800万美元,无锡国家高新技术产业开发区A-105号地块
江阴泽科生物科技有限公司,10万元人民币,江阴市申港街道申庄路9号
江苏知原药业有限公司,11733.341万元人民币,无锡市锡山区锡北镇工业园区泾新路35号
江苏双测电子有限公司,1000万元人民币,江阴市镇澄路1055号
无锡仁诺科技发展有限公司,100万元人民币,无锡市滨湖区马山朝霞路
美如花生物科技江苏有限公司,5000万元人民币,无锡市梁溪区民丰路198-1711
博雅干细胞科技有限公司,10000万元人民币,无锡市滨湖区马山梅梁西路88号
无锡腾世文化发展有限公司,100万元人民币,无锡市高浪东路508-905
博河无锡生物科技发展有限公司,201万元人民币,无锡市滨湖区马山梅梁西路88号A-150
江苏青贝健康科技有限公司,1000万元人民币,江阴市城东街道金山路320号
宜兴荣华医药科技有限公司,50万元人民币,宜兴市新街街道兴业路100号
无锡鹏悦科技发展有限公司,301万元人民币,无锡市锡景苑63-22号
无锡九州通医药科技有限公司,10000万元人民币,无锡市新吴区浪新路6号
江阴持一堂医药科技有限公司,2000万元人民币,江阴市祝塘镇文林金昌路2号
无锡天域凯莱医院管理有限公司,500万元人民币,无锡市滨湖区南湖中路28-52号
无锡市通快机械有限公司,200万元人民币,无锡市惠山区堰桥街道锡澄北路56号
无锡市爱眸眼视光保健服务有限公司,150万元人民币,无锡市梁溪区学前东路1号沿街配套辅楼一层A1-15、A1-16和二层A2-07
无锡麦澜格健康管理有限公司,200万元人民币,无锡市滨湖区太湖大道1886号上海中心城开国际东塔4502室
江苏康纳德生物科技有限公司,1000万元人民币,宜兴经济技术开发区杏里路10号宜兴光电产业园5幢101室
江苏艾凡生物医药有限公司,500万元人民币,无锡市滨湖区锦溪路100号科教创业园3号楼3173
无锡朗立药业有限公司,210万元人民币,无锡滨湖区马山街道梅梁西路88号
江苏臻艾瑞生物科技有限公司,1000万元人民币,江阴市长山大道55号天安数码城61单元2楼
傲源（无锡）医学检验有限公司,1000万元人民币,无锡市滨湖区马山梅梁路168号
无锡市体育产业发展集团有限公司,20100万元人民币,无锡市太湖西大道1500号
无锡赛华生物医药有限公司,10000万元人民币,无锡市滨湖区马山梅梁路138号
无锡西科汇生物医药科技有限公司,200万元人民币,无锡市滨湖区滴翠路82号C1楼10701-19号
无锡凯美嘉科技有限公司,200万元人民币,无锡市高浪东路999-8-B1-1003室
行如堂医药科技无锡有限公司,200万元人民币,无锡市梁溪区锡沪东路99-2-609
江苏健丰生物科技有限公司,1000万元人民币,无锡市滨湖区十八湾17号808
上海煜飞商贸有限公司无锡分公司,,无锡市梁溪区永和路6号8层09单元
无锡市煊业科技发展有限公司,200万元人民币,无锡市新吴区梅村新南中路2-1号
无锡晶之硕贸易有限公司,200万元人民币,宜兴市高塍镇振兴路100号
国药控股无锡有限公司,5000万元人民币,无锡市广瑞路780-401、402
无锡和洋健康咨询有限公司,100万元人民币,无锡市北塘区民丰路198-2715
无锡天润医药连锁有限公司延益堂药店,,无锡市北塘区中山路684号
江阴市亿润塑业有限公司,480万元人民币,江阴市周庄镇周山路109号
无锡寿草堂医药有限公司,198万元人民币,无锡市梁溪区锡沪西路梨花家园50-20号
无锡蠡椰电子科技有限公司,190万元人民币,无锡市锡沪东路99-2-1913号
天霖生物科技无锡有限公司,300万元人民币,无锡惠山经济开发区惠山大道1699号3202室
宜兴市观技健康咨询有限公司,10万元人民币,宜兴市宜城街道太滆新村283号202室
水芸（无锡）血液净化服务有限公司,1000万元人民币,无锡市惠山区玉祁街道环球港汽车城开星莱商业广场 6-101、6-102、6-103、6-104、6-105、6-201、6-202
无锡市马山生物医药工业园有限公司,42800万元人民币,无锡市滨湖区马山梅梁路116号四楼
无锡市慧明养老服务有限公司,100万元人民币,无锡市惠山区阳山镇阳山村
江苏颐爱健康管理有限公司,1000万元人民币,江阴市朝阳路262号-1-2
江苏禄康生物科技有限公司,1000万元人民币,宜兴市宜城街道宜北路73号
无锡朗誉商贸有限公司,100万元人民币,无锡市蠡园开发区标准写字楼A1第七层
无锡虎克生物科技有限公司,200万元人民币,江阴市滨江西路2号2号楼402室
江阴光明眼科医院有限公司临港诊所,,江阴市申港街道河豚路168号
无锡睿康乐生物科技有限公司,500万元人民币,无锡惠山经济开发区惠山大道1699号C区八号楼九层8913、8914
江阴尚亿股权投资企业（有限合伙）,,江阴市大桥路95-99号
无锡萃顿生物科技有限公司,100万元人民币,无锡市梁溪区广南路307-301
宜兴毕可心科技有限公司,500万元人民币,宜兴市湖父镇张阳村新山组
无锡伊尔珊美业科技有限公司,100万元人民币,"江阴市澄江中路87,89号第一层01-K02"
江苏千承健康管理有限公司,1000万元人民币,无锡市经开区星汇商务广场2幢5单元1311室
无锡清风家庭医生健康管理咨询有限公司,50万元人民币,无锡市惠山区中惠大道1588号70号楼203-3室(城铁惠山站区)
无锡沐春生物科技有限公司,100万元人民币,无锡市梁溪区上马墩路160号-358
江苏协创服饰科技有限公司,388万元人民币,无锡市勤新私营经济园钱姚路88号-12
无锡赛博海斯科技有限公司,300万元人民币,无锡新区太湖国际科技园大学科技园530大厦C507号
无锡瑞年聚元堂国医馆有限公司,300万元人民币,无锡市滨湖区马山梅梁路68号
江阴市永康堂医药商店有限公司,30万元人民币,江阴市徐霞客镇马镇东街119号
无锡银源医药产业集团有限公司,5000万元人民币,无锡市滨湖区马山梅梁西路88号A-145
江苏中讯电子科技有限公司,2000万元人民币,宜兴市丁蜀镇汤蜀路8号
无锡市御戈贸易有限公司,50万元人民币,无锡市锡山区锡北镇泾西村泉山大桥北堍
惠山区堰桥好轻松电子产品商行,2.5万元人民币,无锡市惠山区堰桥街道高山新村67号
无锡市惠洛洲生物科技有限公司,500万元人民币,无锡市滨湖区金融三街8号楼2310号
江苏美安大药房有限公司,1000万元人民币,无锡市康园95号、96号
宜兴市周氏药房有限公司,3万元人民币,宜兴市新街街道归径村紫霞路10号-16、17
江阴宝晟铝业有限公司,1000万元人民币,江阴市周庄镇华宏村东周家巷109号
江阴市康宁医药商店有限公司,10万元人民币,江阴市徐霞客镇璜塘金凤中路113号
无锡埃卓瑞科技有限公司,200万元人民币,无锡市滨湖区嘉业财富中心8-1604
江苏蓝峦生物科技有限公司,5000万元人民币,无锡市滨湖区马山梅梁路136号
无锡健佰岁医院投资有限公司,2700万元人民币,无锡市五湖大道11号蠡湖科创中心南楼1001室
无锡长凯长防护用品有限公司,1058万元人民币,江阴市金山路201号智慧坊A座606、608、610、612室
江阴东昇医药科技有限公司,5万元人民币,江阴市毗陵东路463号1708
无锡梁溪西庭口腔医院有限公司,1000万元人民币,无锡市黄泥绛214号
无锡多美生物科技有限公司叙丰分公司,,无锡市新区锡甘路25-19
无锡天润医药连锁有限公司同德堂药店,,无锡市南长区水仙里1号-8
万克瑞生物科技无锡有限公司,100万元人民币,无锡市梁溪区金山北科技产业园C区1-8-1108
卓和药业集团有限公司,28000万元人民币,无锡市锡山经济技术开发区芙蓉中四路219号
无锡市三藏生物技术有限公司,50万元人民币,无锡市中山路明珠商贸广场17
宜兴威高血液透析中心有限公司,800万元人民币,宜兴市新街街道竹海路8号
江阴嘉鸿橡塑科技有限公司,2998万美元,江阴临港经济开发区机械装备产业园贵宾路东侧
无锡三联医学检验有限公司,800万元人民币,无锡市新吴区长江南路35-305号
无锡雷克雅未克科技有限公司,300万元人民币,无锡市新区纺城大道322-1201
宜兴市天健医药连锁有限公司周处药店,,宜兴市宜城街道东山东路51幢
无锡紫杉药业有限公司,8000万元人民币,无锡市锡山区东港镇勤新路111号
无锡威盛开利生物科技有限公司,1000万元人民币,无锡市惠山区玉祁街道开星莱商业广场9-201、218、219
无锡益炎达生物科技发展有限公司,100万元人民币,无锡市新吴区江溪街道坊前新阳路19
麦迪特科技无锡有限公司,500万元人民币,无锡市蠡园开发区06-4地块(滴翠路100号)B幢707室
无锡市河埒供销合作社,358万元人民币,无锡市滨湖区河埒荣巷街160号
无锡市新安尔斯贸易有限公司,100万元人民币,无锡市荷叶新村31号一楼
瑞康医药江苏有限公司,1000万元人民币,江阴市璜土镇澄常工业园小湖路5号
江苏宝卫士生物科技有限公司,1000万元人民币,无锡市锡山经济开发区联福路601号
无锡市美新医药信息咨询有限公司,100万元人民币,无锡市新吴区江溪街道花郡家园1-714
江苏帕达科技有限公司,1000万元人民币,无锡惠山经济开发区惠山大道1719-1号三层B区
江苏弘顺源生物科技有限公司,1000万元人民币,无锡市滨湖区滴翠路82号C1楼10701-17号
无锡瑞康达生物技术服务有限公司,200万元人民币,无锡市新惠路9号C区
无锡和诚残疾人辅助器具有限公司,50万元人民币,无锡市北塘区北塘大街100号
瑞富达生物技术无锡有限公司,200万元人民币,无锡市滨湖区马山街道群丰社区新城188号
江阴司特易生物技术有限公司,550万元人民币,江阴市砂山路85号
宜兴市视宜眼镜有限公司,1万元人民币,宜兴市张渚镇人民南路359号
江阴三禾源智能科技中心（有限合伙）,100万元人民币,江阴市浦江路139号7楼701
无锡创视眼镜有限公司,10万元人民币,无锡市梁溪区广瑞路889号
无锡天马旅行社有限公司,81万元人民币,无锡市新吴区长江北路282-2606
无锡弘旭生物科技有限公司,100万元人民币,无锡市滨湖区嘉业财富中心8-2712、8-2713
无锡玉羽生物科技有限公司,50万元人民币,无锡市梁溪区香榭街8-254
无锡龙德云天健康养生调理有限公司,10万元人民币,宜兴市官林镇官新街西42#
江阴市成唯医药有限公司,50万元人民币,江阴市华士镇新世界商业广场西二区338号
无锡市耳声助听器有限公司,30万元人民币,无锡市梁溪区健康路157-1号
无锡市光大生命科技有限公司,196.12万元人民币,无锡市滨湖区梁清路555号龙山大厦1324室
无锡世卫科技有限公司,200万元人民币,无锡市滨湖区梅园杨巷117号
无锡卓诚健康咨询有限公司,100万元人民币,无锡市梁溪区学前东路721号(17#-2)
宜兴市格雷特创业服务有限公司,10万元人民币,宜兴市宜城街道叠翠路146、148号
无锡健生源诊所有限公司,30万元人民币,无锡市锡山区锡北镇振新路中和佳苑1-2
宜兴市天健医药连锁有限公司芳桥药店,,宜兴市芳桥镇芳阳南路72号
无锡捷维软件科技有限公司,500万元人民币,无锡惠山经济开发区智慧路18号301-15室
江阴市春华大药房有限公司,5万元人民币,江阴市青阳镇旌阳南路327号
江苏众盛天辰科技有限公司,500万元人民币,无锡惠山经济开发区惠山大道1619号1143室
宜兴市天健医药连锁有限公司康乐药房,,宜兴市宜城街道茶局巷2#
无锡润东诊所有限公司,50万元人民币,无锡市锡山区安镇街道鑫安路439号
江苏博丞健康养老产业发展有限公司,1000万元人民币,江阴市滨江西路2号1号楼2楼-2
宜兴市天健医药连锁有限公司王府药店,,宜兴市宜城街道通贞观路57号
无锡锡梅诊所有限公司,20万元人民币,无锡市新吴区梅村街道香梅花园88-71
无锡康尔捷商贸有限公司,100万元人民币,无锡市滨湖区南湖北路40-16
江阴市菩提食品科技有限公司,200万元人民币,江阴市徐霞客镇南苑村九州路
云汇宝化妆品无锡有限公司,200万元人民币,无锡市新吴区天山路6-2717
宜兴市康予诊所有限公司,10万元人民币,宜兴市官林镇育才路308号、310号、312号、314号
无锡市锡城大药房有限公司,300万元人民币,无锡市解放东路806号二楼、807号二楼
江阴市晨佳洁净用品有限公司,500万元人民币,江阴市周庄镇长乐路82号
无锡药明利康生物医药有限公司,500万美元,无锡市滨湖区马山梅梁西路88号A-201
江阴梦宁健康科技有限公司,100万元人民币,江阴市新桥镇百乐公寓北2幢202室、百乐公寓8号
江阴瞳而美眼镜销售有限公司,20万元人民币,江阴市万达广场一楼
江阴旗富生物技术有限公司,800万元人民币,江阴市璜土镇澄路3896号双城中心1218室
江阴雨宸生物技术有限公司,50万元人民币,江阴市滨江西路8号3号楼809室
无锡和美健康管理咨询有限公司,100万元人民币,无锡市五湖大道11号蠡湖科创中心南楼1128室
无锡市金奎眼镜有限公司,2万元人民币,无锡市锡山区东北塘东芳名苑28号
江阴明亮眼科诊所有限公司,300万元人民币,江阴市河北街389号
无锡山水湖畔技术合伙企业（有限合伙）,116.959万元人民币,无锡市滨湖区十八湾路288号湖景科技园17号楼111单元
无锡市锡山区张泾隆泰药店有限公司,10万元人民币,无锡市锡山区锡北镇泾南路
南京润宇科技开发有限公司无锡分公司,,无锡市风雷村后场巷学前东路北侧
戊田神生物科技发展（无锡）有限公司,100万元人民币,无锡市新吴区江溪街道坊前新阳路19
无锡山落樱商贸有限公司,3万元人民币,无锡市蠡园开发区标准写字楼A6第三层B
无锡新吴泰伯诊所有限公司,20万元人民币,无锡市新吴区梅村街道泰伯花园547-2
宜兴市国斌诊所有限公司,10万元人民币,宜兴市宜城街道叠翠路179号
无锡安家医院管理有限公司,2000万元人民币,无锡市箭河街3002
宜兴市魅瞳眼镜有限公司,100万元人民币,宜兴市宜城街道解放东路288号宜兴八佰伴生活广场
百草邦医药科技江苏有限公司,1000万元人民币,无锡市梁溪区学前东路789-6612
无锡市匡匡眼镜有限公司,10万元人民币,无锡市青石路518号金太湖国际城一层G19、G20、G21
无锡市滨湖家安诊所有限公司,20万元人民币,无锡市滨湖区梁清路523号
无锡美畅星空生物科技有限公司,208万元人民币,无锡市梁溪区人民中路139号无锡恒隆广场办公楼1座1609A单元
江苏柯瑞华医药生物科技有限公司,1000万元人民币,江阴市长泾镇花园路202号
无锡卓创伟业商贸有限公司,100万元人民币,无锡新吴区清源路18号太湖国际科技园传感网大学科技园530大厦C501号
无锡市精标眼镜有限公司,10万元人民币,无锡市梁溪区南禅寺地下商业广场D区002商铺
无锡祥生科技有限公司,350万元人民币,无锡新吴区硕放工业园五期51、53地块
江苏靓爽生物技术有限公司,1000万元人民币,无锡市滨湖区隐秀路813-1311
无锡美塑力环保科技有限公司,200万元人民币,无锡市惠山区洛社镇石塘湾天石路6号-1
江苏东宏生物科技有限公司,1000万元人民币,无锡市清扬路下甸桥南堍
江阴致和信息服务有限公司,10万元人民币,江阴市站西路183号
无锡新康铭商贸有限公司,50万元人民币,无锡市梁溪区茂业商厦1-1902
江阴市红邦服饰科技发展有限公司,500万元人民币,江阴市芙蓉大道西段185号
宜兴市和润大药房有限公司,10万元人民币,宜兴市和桥镇健康东路154、152号
无锡庆轩堂生物科技有限公司,1000万元人民币,无锡市梁溪区解放北路16-603
江苏玉玄宫中医非药物疗法推广有限公司,1000万元人民币,宜兴市宜城街道王府路28号
无锡和合汇医院管理有限公司,1000万元人民币,无锡市梁溪区锡惠园22-6-251
江苏博领科技集团股份有限公司,5000万元人民币,无锡市滨湖区嘉业国际城金融三区3号楼7楼
无锡尚实电子科技有限公司,1066.67万元人民币,无锡惠山经济开发区堰新路578号-1
无锡朗高护理院有限公司,500万元人民币,无锡市建筑路307号
江苏艾克医药科技有限公司,1000万元人民币,无锡市梁溪区五洲国际银河城4楼东1间
无锡好乐智能床有限公司,1000万元人民币,无锡市滨湖区华庄街道苏锡东路7号
无锡延寿堂药业零售有限公司,2500万元人民币,无锡市中山路684号
无锡广仁医院有限公司,200万元人民币,无锡市梁溪区毛岸新苑17号
无锡麦梯服装科技有限公司,300万元人民币,无锡市滨湖区梁溪路986号二楼-1
南京立聪堂听觉康复有限公司宜城通真观路分公司,,宜兴市宜城街道王府商场北侧底层y1-y2轴
无锡君璞生物科技有限公司,30万元人民币,无锡惠山经济开发区惠山大道1699号5103室
无锡佰草兰德贸易有限公司,100万元人民币,无锡市优谷商务园39号楼320室
无锡市丹红阳眼镜有限公司,10万元人民币,无锡市梁溪区上马墩路71-7
江阴市本特塞缪森生命科学研究院有限公司,500万元人民币,江阴市城东街道东盛西路2号B13
无锡汇华强盛医药连锁有限公司南泉药店,,无锡市滨湖区南泉镇(老街)
无锡耐欧机械科技有限公司,51万元人民币,无锡经开区嘉业财富中心8-2020
无锡汇华强盛医药连锁有限公司鸿声药店,,无锡市鸿声镇振兴路5号
无锡汇华强盛医药连锁有限公司后宅药店,,无锡市锡山区后宅镇中路
宜兴德鑫诊所有限公司,30万元人民币,宜兴市官林镇新官东路(大桥综合楼)102、103室
无锡汇华强盛医药连锁有限公司西漳药店,,无锡市惠山区西漳镇西漳街(陈家桥)
无锡汇华强盛医药连锁有限公司藕塘药店,,无锡市惠山区藕乐汇生活广场1011、1012、1130、1131
无锡市中大建和医药科技有限公司,50万元人民币,无锡市滨湖区湖滨街11-409
无锡嘉仕嘉健康管理有限公司,50万元人民币,无锡市滨湖区隐秀路813-302
无锡汇华强盛医药连锁有限公司甘露药店,,无锡市甘露镇朝阳路93号
无锡汇华强盛医药连锁有限公司南阳药店,,无锡市清扬路129号
无锡市元之恩商贸有限公司,100万元人民币,无锡市江海东路528B712-1#
无锡氢源生物医药科技有限公司,500万元人民币,江阴市砂山路85号B1-11
无锡百年好发美容美发有限公司,100万元人民币,无锡市梁溪区人民西路24号三楼
无锡祺楷生活科技发展有限公司,100万元人民币,无锡市滨湖区马山梅梁路88号
无锡汇华强盛医药连锁有限公司钱桥药店,,无锡市惠山区钱桥镇钱桥大街103号-1
江苏乘沣生物技术有限公司,1000万元人民币,宜兴市宜城街道人民中路228号12F
无锡德正大药房有限公司,30万元人民币,无锡市梁溪区盛岸路168号
无锡市赛利康商贸有限公司,100万元人民币,无锡市梁溪路8号201室
无锡王大生国药铺有限公司,100万元人民币,无锡市新吴区汉江路10号
无锡厚久百养生有限公司,50万元人民币,无锡市水车湾3
无锡怡和康复医院有限公司,5000万元人民币,无锡市周新路与南湖大道交叉口东南侧地块
无锡德济生物医药科技有限公司,450万元人民币,无锡惠山经济开发区智慧路22号华智科技园5号楼511-1室
江苏品康品美健康管理有限公司,1000万元人民币,无锡市新吴区南丰一路5号
无锡市润元堂大药房有限责任公司,48万元人民币,无锡市滨湖区建筑西路56-1一楼
无锡市仁华健康管理有限公司,300万元人民币,无锡市滨湖区青山一村16号1083室
无锡启集智能科技有限公司,100万元人民币,无锡市北仓门37号
纽迪希亚（中国）营养医药有限公司,6150万元人民币,无锡市金城东路333-7
江阴市阳宇生物科技有限公司,100万元人民币,江阴市祝塘镇环北路77-1号
光大环保能源（江阴）有限公司,5897万美元,江阴市月城镇环山路18号
无锡康立德健康服务有限公司,201万元人民币,无锡市惠山区振原路8-12-5(堰桥)
芯脑科汇科技无锡有限公司,2000万元人民币,无锡惠山经济开发区惠山大道1619号E2201室
无锡市可为药店有限公司,50万元人民币,无锡市滨湖区胡埭镇富安商业广场A区10-7
无锡奥克丹生物科技有限公司,168.4932万元人民币,无锡市新吴区清源路18号530创业大厦C区801号
无锡汇华强盛医药连锁有限公司北七房大药房,,无锡市惠山区前洲北七房村杨巷街中
宜兴市沅虎养生技术研究院有限公司,100万元人民币,宜兴市宜城街道东山西路49#
宜兴市钱益明医药有限公司,15万元人民币,宜兴市周铁镇下邾街
无锡米锡商贸有限公司,30万元人民币,无锡市梁溪区会岸路90号-523
无锡凯利威科技有限公司,310万元人民币,无锡市新生路70
无锡泰华大药房有限公司,50万元人民币,无锡市惠山区洛社镇人民南路14号
无锡市东海大药房有限公司,100万元人民币,无锡市梁溪区广石西路798号1楼
无锡市祺轩堂健康咨询有限公司,300万元人民币,无锡市梁溪区兴源北路628号
无锡汇华强盛医药连锁有限公司荡口药店,,无锡市荡口镇人民路74号
无锡汇华强盛医药连锁有限公司西漳大药房,,无锡市惠山区堰桥街道西漳凤翔馨城1-30号
无锡佳慕健康咨询有限公司,200万元人民币,无锡市运河东路557号时代国际C座2616室
无锡汇华强盛医药连锁有限公司雪浪大药店,,无锡市雪浪镇农贸市场板桥新村96号
无锡汇华强盛医药连锁有限公司坊前药店,,无锡市江溪街道新芳街9-3号
无锡长美建筑装饰工程有限公司,50万元人民币,无锡市惠山区玉祁街道汇秀苑54-13
江阴市集善堂商贸有限公司,100万元人民币,江阴市顾山镇北国育才路43号
江阴奥凯服装有限公司,2029.56675万元人民币,江阴市申港街道移山路1号
无锡汇华强盛医药连锁有限公司港下药店,,无锡市锡山区港下镇(兴港路)
无锡汇华强盛医药连锁有限公司东湖塘药店,,无锡市锡山区东湖塘镇振湖街6号
江苏旭驰生物技术有限公司,3000万元人民币,无锡市惠山区钱桥盛岸西路592-1416、1417、1418、1419、1420
无锡维美佳可科技有限公司,300万元人民币,无锡市上马墩路152号3154
无锡汇华强盛医药连锁有限公司厚桥药店,,无锡市锡山区厚桥镇(中街)
无锡汇华强盛医药连锁有限公司东药店,,无锡市滨湖区东镇桥西路北
江苏采活医药连锁有限公司宜兴宜北路大药房,,宜兴市宜城街道煤仪小区245、247、249、251号
江苏金丝利药业股份有限公司,15947.5867万元人民币,江苏省宜兴市环科园茶泉路18号
仙妮蕾德（无锡）生物科技有限公司,200万元人民币,无锡市梁溪区锡沪家艺中心4-815
无锡市联创电子有限公司,200万元人民币,无锡市优谷商务园39-1213
江苏四环生物股份有限公司,102955.6222万元人民币,江苏省江阴市滨江开发区定山路10号
江苏海鹏医药连锁有限公司利港大药房,,江阴市临港街道利南街77号
无锡吉祥龙贸易有限公司,140万元人民币,无锡市惠山区钱桥江海西路1099
无锡悦己健康科技有限公司,100万元人民币,无锡市梁溪区人民中路139号-102无锡恒隆广场办公室1座16层1602单元
无锡福寿康养老服务有限公司,300万元人民币,无锡市梁溪区县前东街168号七层710室
无锡市长江商业医院有限公司,200万元人民币,无锡市南长区清扬路150号
江阴界顺金属科技有限公司,750万美元,江阴经济开发区申港园区
江苏共有医康医药有限公司,5000万元人民币,无锡市滨湖区马山梅梁路138号
江苏宝购国际贸易有限公司,1000万元人民币,无锡市锡澄路东288号金桥副食品市场海邦商务楼211#
无锡格林尼治科技有限公司,50万元人民币,无锡市新区纺城大道322-1201
无锡华耀生物科技有限公司,500万元人民币,无锡市新吴区菱湖大道200号中国传感网国际创新园E2-310
江苏苏利精细化工股份有限公司,18000万元人民币,江阴市临港街道润华路7号-1
无锡晟盈盈商贸有限公司,100万元人民币,无锡市凤宾路1-1415、1416、1417
无锡市润元祥大药房有限责任公司,48万元人民币,无锡市滨湖区月秀花园6-69、6-70号
无锡柏盛康商贸有限公司,100万元人民币,无锡市高浪东路999-8-B1-801-816室
无锡汇华强盛医药连锁有限公司华庄第三药店,,无锡市滨湖区华庄镇军民路38号
无锡汇华强盛医药连锁有限公司陆区大药房,,无锡市惠山区陆区镇人民东路39号
无锡汇华强盛医药连锁有限公司东亭第二药店,,无锡市锡山区东亭镇春江花园255-36
无锡健力视科技有限公司,100万元人民币,无锡市滨湖区南泉工业园28-11号
无锡汇华强盛医药连锁有限公司安镇第二药店,,无锡市锡山区安镇镇锦安路1号
江阴海鹏医药零售连锁有限公司东门店,,江阴市绮山路140-154号
无锡汇华强盛医药连锁有限公司东北塘第一药店,,无锡市锡山区东北塘镇东贸新村238号
无锡汇华强盛医药连锁有限公司坊前华丰药店,,无锡市新区坊前路15号-44-45
无锡汇华强盛医药连锁有限公司玉祁第三药店,,无锡市惠山区玉祁镇海瑞路40号
无锡九和堂健康管理有限公司,50万元人民币,无锡市梁溪区红星路216号内1733
江阴韬瑜投资有限公司,1000万元人民币,江阴市砂山路85号A座510室
无锡汇华强盛医药连锁有限公司广瑞路门市部,,无锡市梁溪区广勤路449号
宜兴市天健医药连锁有限公司周铁药店,,宜兴市周铁镇朝阳路23号
无锡步源堂生物科技有限公司,5万元人民币,无锡市滨湖区嘉业财富中心8-2710
无锡博伽口腔门诊有限公司,200万元人民币,无锡市锡山区安镇街道东兴路88号
无锡和氏璧医药科技有限公司,50万元人民币,无锡市新吴区深港都会广场9-509
江阴海鹏医药零售连锁有限公司迎阳路店,,江阴市迎阳路36号
无锡汇华强盛医药连锁有限公司查桥第一药店,,无锡市查桥镇查桥大街(信隆超市对面)
无锡汇华强盛医药连锁有限公司华庄第六药店,,无锡市华庄街道育才路126号
无锡汇华强盛医药连锁有限公司前洲第三药店,,无锡市惠山区前洲五洲国际广场E栋E1013-E1015
无锡汇华强盛医药连锁有限公司长安第一药店,,无锡市惠山区长安镇西街19号
无锡汇华强盛医药连锁有限公司查桥第四药店,,无锡市查桥镇西大街33号
无锡汇华强盛医药连锁有限公司张泾第二药店,,无锡市锡山区张泾镇菜场集贸三村45号
无锡汇华强盛医药连锁有限公司堰桥第二药店,,无锡市惠山区堰桥镇东路82号
无锡汇华强盛医药连锁有限公司玉祁第一药店,,无锡市惠山区玉祁镇周枕路71号
无锡帝亚康科技有限公司,10万元人民币,无锡市北塘区解放西路8号607室
无锡汇华强盛医药连锁有限公司雪浪第一药店,,无锡市雪浪街道仙河苑5幢4-7号
无锡汇华强盛医药连锁有限公司堰桥第一药店,,无锡市惠山区堰桥镇中路9号
无锡市东来和大药房有限公司,1000万元人民币,无锡市学前东路112号
爱美神生物科技有限公司,5000万元人民币,无锡市蠡湖大道2009号A9-2栋108C-8
无锡汇华强盛医药连锁有限公司华庄第二药店,,无锡市滨湖区华庄镇军民路30号
无锡汇华强盛医药连锁有限公司华庄第四药店,,无锡市滨湖区华庄镇落霞苑商业街5号
无锡汇华强盛医药连锁有限公司新安第一药店,,无锡市滨湖区新安镇中心街50号
无锡汇华强盛医药连锁有限公司前洲第一药店,,无锡市惠山区前洲镇中兴路64-66号
无锡市惠山区福星大药房有限公司,55万元人民币,无锡市惠山区堰桥街道长安社区友谊街428号(堰桥)
无锡米度生物技术有限公司,50万元人民币,无锡勤新科技创业园钱荣路108号-A16
无锡汇华强盛医药连锁有限公司鸿声第二药店,,无锡市鸿南路50号
无锡汇华强盛医药连锁有限公司华庄第一药店,,无锡市滨湖区华庄镇公园路4号
江苏百佳惠瑞丰大药房连锁有限公司无锡新区药店,,无锡市新吴区梅村街道锡梅花园15-10一楼
无锡汇华强盛医药连锁有限公司羊尖严家桥药店,,无锡市锡山区羊尖镇严家桥村羊严路222号
江阴伊诺尔器械科技有限公司,1280万元人民币,江阴市华士镇海达路
江阴市烨克针织有限公司,50万元人民币,江阴市祝塘镇祝璜路9号
